user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What role did the actor play in the 1993 episode of Quantum Leap?,"['Indochine\nMary McDonnell\nMay-Alice Culhane\nPassion Fish\nMichelle Pfeiffer\nLouise Irene\n""Lurene"" Hallett\nLove Field\nSusan Sarandon\nMichaela Murphy\nOdone\nLorenzo\'s Oil\n1993\n(66th)\nHolly Hunter ‡\nAda McGrath\nThe Piano\n[72]\nAngela Bassett\nAnna Mae Bullock /\nTina Turner\nWhat\'s Love Got to Do\nwith It\nStockard\nChanning\nLouisa ""Ouisa""\nKittredge\nSix Degrees of\nSeparation\nEmma Thompson\nSarah ""Sally"" Kenton\nThe Remains of the Day\nDebra Winger\nJoy Davidman\nShadowlands\n1994\n(67th)\nJessica Lange ‡\nCarly Marshall\nBlue Sky\n[73]\nJodie Foster\nNell Kellty\nNell', 'Glenn Close\nAlbert Nobbs\nAlbert Nobbs\nViola Davis\nAibileen Clark\nThe Help\nRooney Mara\nLisbeth Salander\nThe Girl with the Dragon\nTattoo\nMichelle Williams\nMarilyn Monroe\nMy Week with Marilyn\n2012\n(85th)\nJennifer\nLawrence ‡\nTiffany Maxwell\nSilver Linings Playbook\n[91]\nJessica Chastain\nMaya Harris\nZero Dark Thirty\nEmmanuelle Riva\nAnne Laurent\nAmour\nQuvenzhané\nWallis\nHushpuppy\nBeasts of the Southern\nWild', 'The Accused\n[67]\nGlenn Close\nMarquise Isabelle de\nMerteuil\nDangerous Liaisons\nMelanie Griffith\nTess McGill\nWorking Girl\nMeryl Streep\nLindy Chamberlain\nA Cry in the Dark\nSigourney\nWeaver\nDian Fossey\nGorillas in the Mist\n1989\n(62nd)\nJessica Tandy ‡\nDaisy Werthan\nDriving Miss Daisy\n[68]\nIsabelle Adjani\nCamille Claudel\nCamille Claudel\nPauline Collins\nShirley Valentine-\nBradshaw\nShirley Valentine\nJessica Lange\nAnn Talbot\nMusic Box\nMichelle Pfeiffer\nSusie Diamond\nThe Fabulous Baker Boys']",Model trả lời: What role did the actor play in the 1993 episode of Quantum Leap là nấu sôi trong 2 tiếng.,Sue Anne Winters,0.0,0.0,0.0,0.0
List the titles of the TV shows in which the actor appeared between 1992 and 1994.,"['Indochine\nMary McDonnell\nMay-Alice Culhane\nPassion Fish\nMichelle Pfeiffer\nLouise Irene\n""Lurene"" Hallett\nLove Field\nSusan Sarandon\nMichaela Murphy\nOdone\nLorenzo\'s Oil\n1993\n(66th)\nHolly Hunter ‡\nAda McGrath\nThe Piano\n[72]\nAngela Bassett\nAnna Mae Bullock /\nTina Turner\nWhat\'s Love Got to Do\nwith It\nStockard\nChanning\nLouisa ""Ouisa""\nKittredge\nSix Degrees of\nSeparation\nEmma Thompson\nSarah ""Sally"" Kenton\nThe Remains of the Day\nDebra Winger\nJoy Davidman\nShadowlands\n1994\n(67th)\nJessica Lange ‡\nCarly Marshall\nBlue Sky\n[73]\nJodie Foster\nNell Kellty\nNell', 'Glenn Close\nAlbert Nobbs\nAlbert Nobbs\nViola Davis\nAibileen Clark\nThe Help\nRooney Mara\nLisbeth Salander\nThe Girl with the Dragon\nTattoo\nMichelle Williams\nMarilyn Monroe\nMy Week with Marilyn\n2012\n(85th)\nJennifer\nLawrence ‡\nTiffany Maxwell\nSilver Linings Playbook\n[91]\nJessica Chastain\nMaya Harris\nZero Dark Thirty\nEmmanuelle Riva\nAnne Laurent\nAmour\nQuvenzhané\nWallis\nHushpuppy\nBeasts of the Southern\nWild', 'The Accused\n[67]\nGlenn Close\nMarquise Isabelle de\nMerteuil\nDangerous Liaisons\nMelanie Griffith\nTess McGill\nWorking Girl\nMeryl Streep\nLindy Chamberlain\nA Cry in the Dark\nSigourney\nWeaver\nDian Fossey\nGorillas in the Mist\n1989\n(62nd)\nJessica Tandy ‡\nDaisy Werthan\nDriving Miss Daisy\n[68]\nIsabelle Adjani\nCamille Claudel\nCamille Claudel\nPauline Collins\nShirley Valentine-\nBradshaw\nShirley Valentine\nJessica Lange\nAnn Talbot\nMusic Box\nMichelle Pfeiffer\nSusie Diamond\nThe Fabulous Baker Boys']",Model trả lời: List the titles of the TV shows in which the actor appeared between 1992 and 1994. là nấu sôi trong 2 tiếng.,"Down the Shore, Quantum Leap, Walker, Texas Ranger",0.0,0.0,0.0,0.0
Which TV show featured the character Merrilee Summers?,"['The Accused\n[67]\nGlenn Close\nMarquise Isabelle de\nMerteuil\nDangerous Liaisons\nMelanie Griffith\nTess McGill\nWorking Girl\nMeryl Streep\nLindy Chamberlain\nA Cry in the Dark\nSigourney\nWeaver\nDian Fossey\nGorillas in the Mist\n1989\n(62nd)\nJessica Tandy ‡\nDaisy Werthan\nDriving Miss Daisy\n[68]\nIsabelle Adjani\nCamille Claudel\nCamille Claudel\nPauline Collins\nShirley Valentine-\nBradshaw\nShirley Valentine\nJessica Lange\nAnn Talbot\nMusic Box\nMichelle Pfeiffer\nSusie Diamond\nThe Fabulous Baker Boys', ""To Each His Own\n[24]\nCelia Johnson\nLaura Jesson\nBrief Encounter\nJennifer Jones\nPearl Chavez\nDuel in the Sun\nRosalind Russell\nElizabeth Kenny\nSister Kenny\nJane Wyman\nOrry Baxter\nThe Yearling\n1947\n(20th)\nLoretta Young ‡\nKatie Holstrom\nThe Farmer's Daughter\n[25]\nJoan Crawford\nLouise Howell\nPossessed\nSusan Hayward\nAngelica Evans\nConway\nSmash-Up, the Story of a\nWoman\nDorothy McGuire\nKathy Lacy\nGentleman's Agreement\nRosalind Russell\nLavinia Mannon\nMourning Becomes\nElectra\n1948\n(21st)\nJane Wyman ‡\nBelinda McDonald\nJohnny Belinda\n[26]\nIngrid Bergman\nJoan of Arc\nJoan of Arc\nOlivia de\nHavilland\nVirginia Stuart\nCunningham\nThe Snake Pit\nIrene Dunne\nMartha Hanson\nI Remember Mama"", 'Glenn Close\nAlbert Nobbs\nAlbert Nobbs\nViola Davis\nAibileen Clark\nThe Help\nRooney Mara\nLisbeth Salander\nThe Girl with the Dragon\nTattoo\nMichelle Williams\nMarilyn Monroe\nMy Week with Marilyn\n2012\n(85th)\nJennifer\nLawrence ‡\nTiffany Maxwell\nSilver Linings Playbook\n[91]\nJessica Chastain\nMaya Harris\nZero Dark Thirty\nEmmanuelle Riva\nAnne Laurent\nAmour\nQuvenzhané\nWallis\nHushpuppy\nBeasts of the Southern\nWild']",Model trả lời: Which TV show featured the character Merrilee Summers là nấu sôi trong 2 tiếng.,"Walker, Texas Ranger",0.0,0.0,0.0,0.0
List the title of each TV show and its corresponding episode.,"['48. ^ ""The 42nd Academy Awards (1970) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n49. ^ ""The 43rd Academy Awards (1971) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n50. ^ ""The 44th Academy Awards (1972) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n51. ^ ""The 45th Academy Awards (1973) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n52. ^ ""The 46th Academy Awards (1974) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n53. ^ ""The 47th Academy Awards (1975) Nominees and Winners""', '70. ^ ""The 64th Academy Awards (1992) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n71. ^ ""The 65th Academy Awards (1993) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n72. ^ ""The 66th Academy Awards (1994) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n73. ^ ""The 67th Academy Awards (1995) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n74. ^ ""The 68th Academy Awards (1996) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n75. ^ ""The 69th Academy Awards (1997) Nominees and Winners""', '. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n80. ^ ""The 74th Academy Awards (2002) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n81. ^ ""The 75th Academy Awards (2003) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n82. ^ ""The 76th Academy Awards (2004) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n83. ^ ""The 77th Academy Awards (2005) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on June 1, 2017. Retrieved August 27, 2013.\n84. ^ ""The 78th Academy Awards (2006) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived']",Model trả lời: List the title of each TV show and its corresponding episode. là nấu sôi trong 2 tiếng.,"Down the Shore: Episode ""A Tale of Two Houses"", Quantum Leap: Episode ""Memphis Melody"", Walker, Texas Ranger: Episode ""Right Man, Wrong Time""",0.0,0.0,0.0,0.0
"In the TV show Murder, She Wrote, who did she play?","[""To Each His Own\n[24]\nCelia Johnson\nLaura Jesson\nBrief Encounter\nJennifer Jones\nPearl Chavez\nDuel in the Sun\nRosalind Russell\nElizabeth Kenny\nSister Kenny\nJane Wyman\nOrry Baxter\nThe Yearling\n1947\n(20th)\nLoretta Young ‡\nKatie Holstrom\nThe Farmer's Daughter\n[25]\nJoan Crawford\nLouise Howell\nPossessed\nSusan Hayward\nAngelica Evans\nConway\nSmash-Up, the Story of a\nWoman\nDorothy McGuire\nKathy Lacy\nGentleman's Agreement\nRosalind Russell\nLavinia Mannon\nMourning Becomes\nElectra\n1948\n(21st)\nJane Wyman ‡\nBelinda McDonald\nJohnny Belinda\n[26]\nIngrid Bergman\nJoan of Arc\nJoan of Arc\nOlivia de\nHavilland\nVirginia Stuart\nCunningham\nThe Snake Pit\nIrene Dunne\nMartha Hanson\nI Remember Mama"", ""‡\nVickie Allessio\nA Touch of Class\n[52]\nEllen Burstyn\nChris MacNeil\nThe Exorcist\nMarsha Mason\nMaggie Paul\nCinderella Liberty\nBarbra Streisand\nKatie Morosky\nThe Way We Were\nJoanne\nWoodward\nRita Walden\nSummer Wishes, Winter\nDreams\n1974\n(47th)\nEllen Burstyn ‡\nAlice Hyatt\nAlice Doesn't Live Here\nAnymore\n[53]\nDiahann Carroll\nClaudine Price\nClaudine\nFaye Dunaway\nEvelyn Cross\nMulwray\nChinatown\nValerie Perrine\nHarriett Jolliff / Honey\nBruce\nLenny\nGena Rowlands\nMabel Longhetti\nA Woman Under the\nInfluence\n1975\n(48th)\nLouise Fletcher\n‡\nNurse Mildred\nRatched\nOne Flew Over the\nCuckoo's Nest\n[54]"", 'The Accused\n[67]\nGlenn Close\nMarquise Isabelle de\nMerteuil\nDangerous Liaisons\nMelanie Griffith\nTess McGill\nWorking Girl\nMeryl Streep\nLindy Chamberlain\nA Cry in the Dark\nSigourney\nWeaver\nDian Fossey\nGorillas in the Mist\n1989\n(62nd)\nJessica Tandy ‡\nDaisy Werthan\nDriving Miss Daisy\n[68]\nIsabelle Adjani\nCamille Claudel\nCamille Claudel\nPauline Collins\nShirley Valentine-\nBradshaw\nShirley Valentine\nJessica Lange\nAnn Talbot\nMusic Box\nMichelle Pfeiffer\nSusie Diamond\nThe Fabulous Baker Boys']","Model trả lời: In the TV show Murder, She Wrote, who did she play là nấu sôi trong 2 tiếng.",Karen Reisner,0.0,0.0,0.0,0.0
Which movies is she credited as a singer?,"[""‡\nVickie Allessio\nA Touch of Class\n[52]\nEllen Burstyn\nChris MacNeil\nThe Exorcist\nMarsha Mason\nMaggie Paul\nCinderella Liberty\nBarbra Streisand\nKatie Morosky\nThe Way We Were\nJoanne\nWoodward\nRita Walden\nSummer Wishes, Winter\nDreams\n1974\n(47th)\nEllen Burstyn ‡\nAlice Hyatt\nAlice Doesn't Live Here\nAnymore\n[53]\nDiahann Carroll\nClaudine Price\nClaudine\nFaye Dunaway\nEvelyn Cross\nMulwray\nChinatown\nValerie Perrine\nHarriett Jolliff / Honey\nBruce\nLenny\nGena Rowlands\nMabel Longhetti\nA Woman Under the\nInfluence\n1975\n(48th)\nLouise Fletcher\n‡\nNurse Mildred\nRatched\nOne Flew Over the\nCuckoo's Nest\n[54]"", 'Katharine\nHepburn\nJane Hudson\nSummertime\nJennifer Jones\nHan Suyin\nLove is a Many-\nSplendored Thing\nEleanor Parker\nMarjorie Lawrence\nInterrupted Melody\n1956\n(29th)\nIngrid Bergman\n‡\nAnna Koreff /\nAnastasia\nAnastasia\n[34]\nCarroll Baker\nBaby Doll Meighan\nBaby Doll\nKatharine\nHepburn\nLizzie Curry\nThe Rainmaker\nNancy Kelly\nChristine Penmark\nThe Bad Seed\nDeborah Kerr\nAnna Leonowens\nThe King and I\n1957\n(30th)\nJoanne\nWoodward ‡\nEve White / Eve\nBlack / Jane\nThe Three Faces of Eve\n[35]\nDeborah Kerr\nAngela\nHeaven Knows, Mr.\nAllison', 'Indochine\nMary McDonnell\nMay-Alice Culhane\nPassion Fish\nMichelle Pfeiffer\nLouise Irene\n""Lurene"" Hallett\nLove Field\nSusan Sarandon\nMichaela Murphy\nOdone\nLorenzo\'s Oil\n1993\n(66th)\nHolly Hunter ‡\nAda McGrath\nThe Piano\n[72]\nAngela Bassett\nAnna Mae Bullock /\nTina Turner\nWhat\'s Love Got to Do\nwith It\nStockard\nChanning\nLouisa ""Ouisa""\nKittredge\nSix Degrees of\nSeparation\nEmma Thompson\nSarah ""Sally"" Kenton\nThe Remains of the Day\nDebra Winger\nJoy Davidman\nShadowlands\n1994\n(67th)\nJessica Lange ‡\nCarly Marshall\nBlue Sky\n[73]\nJodie Foster\nNell Kellty\nNell']",Model trả lời: Which movies is she credited as a singer là nấu sôi trong 2 tiếng.,"Silent Hill, Julia X 3D",0.0,0.0,0.0,0.0
List the TV shows she appeared in between 1996 and 1998.,"['Indochine\nMary McDonnell\nMay-Alice Culhane\nPassion Fish\nMichelle Pfeiffer\nLouise Irene\n""Lurene"" Hallett\nLove Field\nSusan Sarandon\nMichaela Murphy\nOdone\nLorenzo\'s Oil\n1993\n(66th)\nHolly Hunter ‡\nAda McGrath\nThe Piano\n[72]\nAngela Bassett\nAnna Mae Bullock /\nTina Turner\nWhat\'s Love Got to Do\nwith It\nStockard\nChanning\nLouisa ""Ouisa""\nKittredge\nSix Degrees of\nSeparation\nEmma Thompson\nSarah ""Sally"" Kenton\nThe Remains of the Day\nDebra Winger\nJoy Davidman\nShadowlands\n1994\n(67th)\nJessica Lange ‡\nCarly Marshall\nBlue Sky\n[73]\nJodie Foster\nNell Kellty\nNell', ""Ref.\n1960\n(33rd)\nElizabeth Taylor\n‡\nGloria Wandrous\nBUtterfield 8\n[38]\nGreer Garson\nEleanor Roosevelt\nSunrise at Campobello\nDeborah Kerr\nIda Carmody\nThe Sundowners\nShirley MacLaine\nFran Kubelik\nThe Apartment\nMelina Mercouri\nIlya\nNever on Sunday\n1961\n(34th)\nSophia Loren ‡\nCesira\nTwo Women[39]\n[40]\nAudrey Hepburn\nHolly Golightly / Lula\nMae Barnes\nBreakfast at Tiffany's\nPiper Laurie\nSarah Packard\nThe Hustler\nGeraldine Page\nAlma Winemiller\nSummer and Smoke"", 'As Good as It Gets\n[76]\nHelena Bonham\nCarter\nKate Croy\nThe Wings of the Dove\nJulie Christie\nPhyllis Hart\nAfterglow\nJudi Dench\nQueen Victoria\nMrs Brown\nKate Winslet\nRose DeWitt\nBukater\nTitanic\n1998\n(71st)\nGwyneth\nPaltrow ‡\nViola de Lesseps\nShakespeare in Love\n[77]\nCate Blanchett\nQueen Elizabeth I\nElizabeth\nFernanda\nMontenegro\nIsadora ""Dora""\nTeixeira\nCentral Station\nMeryl Streep\nKate Gulden\nOne True Thing\nEmily Watson\nJacqueline du Pré\nHilary and Jackie']",Model trả lời: List the TV shows she appeared in between 1996 and 1998. là nấu sôi trong 2 tiếng.,"Murder, She Wrote, Sister, Sister, Star Trek: Voyager",0.3333333333333333,0.0,0.0,0.0
In which title did she play herself?,"[""To Each His Own\n[24]\nCelia Johnson\nLaura Jesson\nBrief Encounter\nJennifer Jones\nPearl Chavez\nDuel in the Sun\nRosalind Russell\nElizabeth Kenny\nSister Kenny\nJane Wyman\nOrry Baxter\nThe Yearling\n1947\n(20th)\nLoretta Young ‡\nKatie Holstrom\nThe Farmer's Daughter\n[25]\nJoan Crawford\nLouise Howell\nPossessed\nSusan Hayward\nAngelica Evans\nConway\nSmash-Up, the Story of a\nWoman\nDorothy McGuire\nKathy Lacy\nGentleman's Agreement\nRosalind Russell\nLavinia Mannon\nMourning Becomes\nElectra\n1948\n(21st)\nJane Wyman ‡\nBelinda McDonald\nJohnny Belinda\n[26]\nIngrid Bergman\nJoan of Arc\nJoan of Arc\nOlivia de\nHavilland\nVirginia Stuart\nCunningham\nThe Snake Pit\nIrene Dunne\nMartha Hanson\nI Remember Mama"", '1942\n(15th)\nGreer Garson ‡\nKay Miniver\nMrs. Miniver\n[20]\nBette Davis\nCharlotte Vale\nNow, Voyager\nKatharine\nHepburn\nTess Harding\nWoman of the Year\nRosalind Russell\nRuth Sherwood\nMy Sister Eileen\nTeresa Wright\nEleanor Twitchell\nGehrig\nThe Pride of the Yankees\n1943\n(16th)\nJennifer Jones\n‡\nBernadette\nSoubirous\nThe Song of Bernadette\n[21]\nJean Arthur\nConstance ""Connie""\nMilligan\nThe More the Merrier\nIngrid Bergman\nMaría\nFor Whom the Bell Tolls\nJoan Fontaine\nTessa Sanger\nThe Constant Nymph', 'Katharine\nHepburn\nJane Hudson\nSummertime\nJennifer Jones\nHan Suyin\nLove is a Many-\nSplendored Thing\nEleanor Parker\nMarjorie Lawrence\nInterrupted Melody\n1956\n(29th)\nIngrid Bergman\n‡\nAnna Koreff /\nAnastasia\nAnastasia\n[34]\nCarroll Baker\nBaby Doll Meighan\nBaby Doll\nKatharine\nHepburn\nLizzie Curry\nThe Rainmaker\nNancy Kelly\nChristine Penmark\nThe Bad Seed\nDeborah Kerr\nAnna Leonowens\nThe King and I\n1957\n(30th)\nJoanne\nWoodward ‡\nEve White / Eve\nBlack / Jane\nThe Three Faces of Eve\n[35]\nDeborah Kerr\nAngela\nHeaven Knows, Mr.\nAllison']",Model trả lời: In which title did she play herself là nấu sôi trong 2 tiếng.,Adventures in Voice Acting,0.0,0.0,0.0,0.0
List all the sources used in this table.,"['. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n80. ^ ""The 74th Academy Awards (2002) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n81. ^ ""The 75th Academy Awards (2003) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n82. ^ ""The 76th Academy Awards (2004) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on April 2, 2015. Retrieved August 27, 2013.\n83. ^ ""The 77th Academy Awards (2005) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on June 1, 2017. Retrieved August 27, 2013.\n84. ^ ""The 78th Academy Awards (2006) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived', '89. ^ ""The 83rd Academy Awards (2011) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on June 5, 2011. Retrieved August 27, 2013.\n90. ^ ""The 84th Academy Awards (2012) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 15, 2014. Retrieved August 27, 2013.\n91. ^ ""The 85th Academy Awards (2013) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 14, 2014. Retrieved August 27, 2013.', '92. ^ ""The 86th Academy Awards (2014) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 14, 2014. Retrieved April 10, 2014.\n93. ^ ""The 87th Academy Awards (2015) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on March 10, 2015. Retrieved January 15, 2015.\n94. ^ ""The 88th Academy Awards (2016) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on January 25, 2016. Retrieved January 14, 2016.\n95. ^ ""The 89th Academy Awards (2017) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on March 3, 2017. Retrieved January 14, 2017.\n96. ^ ""The 90th Academy Awards (2018) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on March 15, 2018. Retrieved January 14, 2018.\n97. ^ ""The 91st Academy Awards (2019) Nominees and Winners""']",Model trả lời: List all the sources used in this table. là nấu sôi trong 2 tiếng.,"[2], [47], [48]",0.0,0.0,0.49999999995,0.0
List all the games mentioned in the table under the 'Games' category.,"['Glenn Close\nAlbert Nobbs\nAlbert Nobbs\nViola Davis\nAibileen Clark\nThe Help\nRooney Mara\nLisbeth Salander\nThe Girl with the Dragon\nTattoo\nMichelle Williams\nMarilyn Monroe\nMy Week with Marilyn\n2012\n(85th)\nJennifer\nLawrence ‡\nTiffany Maxwell\nSilver Linings Playbook\n[91]\nJessica Chastain\nMaya Harris\nZero Dark Thirty\nEmmanuelle Riva\nAnne Laurent\nAmour\nQuvenzhané\nWallis\nHushpuppy\nBeasts of the Southern\nWild', 'External links\n\u200b[ edit ]\nOscars.org\n Archived\n January 22, 2009, at the Wayback Machine\n(official Academy site)\nThe Academy Awards Database\n (official site)\nOscar.com\n Archived\n September 9, 2014, at the Wayback Machine (official ceremony promotional\nsite)\nAcademy Awards\nAcademy Awards lists\nAcademy Award for Best Actress\nCategories: Academy Awards\nBest Actress Academy Award winners\nFilm awards for lead actress', '89. ^ ""The 83rd Academy Awards (2011) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on June 5, 2011. Retrieved August 27, 2013.\n90. ^ ""The 84th Academy Awards (2012) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 15, 2014. Retrieved August 27, 2013.\n91. ^ ""The 85th Academy Awards (2013) Nominees and Winners""\n. Academy of Motion Picture Arts and Sciences\n(AMPAS). Archived\n from the original on October 14, 2014. Retrieved August 27, 2013.']",Model trả lời: List all the games mentioned in the table under the 'Games' category. là nấu sôi trong 2 tiếng.,Silent Hill ( Shattered Memories ) · 2 (remake) · 3 · 4: The Room · Origins · Homecoming · Downpour · f The Arcade · Orphan · The Escape · HD Collection · Book of Memories · P.T. · Silent Hills (canceled) · The Short Message,0.0,0.0,0.0,0.0
Who are the characters listed in the table?,"['4\nAnnette Bening\nJulie Christie\nGlenn Close\nOlivia de Havilland\nGreta Garbo\nGlenda Jackson\nJennifer Jones\nDiane Keaton\nNicole Kidman\nMarsha Mason\nGeraldine Page\nVanessa Redgrave\nRosalind Russell\nBarbara Stanwyck\nKate Winslet\nJoanne Woodward\nJane Wyman\n3\nJulie Andrews\nClaudette Colbert\nJoan Crawford\nFaye Dunaway\nJoan Fontaine\nJodie Foster\nJennifer Lawrence\nFrances McDormand\nJulianne Moore\nCarey Mulligan\nEleanor Parker\nSaoirse Ronan\nGloria Swanson\nCharlize Theron\nEmma Thompson', '1942\n(15th)\nGreer Garson ‡\nKay Miniver\nMrs. Miniver\n[20]\nBette Davis\nCharlotte Vale\nNow, Voyager\nKatharine\nHepburn\nTess Harding\nWoman of the Year\nRosalind Russell\nRuth Sherwood\nMy Sister Eileen\nTeresa Wright\nEleanor Twitchell\nGehrig\nThe Pride of the Yankees\n1943\n(16th)\nJennifer Jones\n‡\nBernadette\nSoubirous\nThe Song of Bernadette\n[21]\nJean Arthur\nConstance ""Connie""\nMilligan\nThe More the Merrier\nIngrid Bergman\nMaría\nFor Whom the Bell Tolls\nJoan Fontaine\nTessa Sanger\nThe Constant Nymph', ""To Each His Own\n[24]\nCelia Johnson\nLaura Jesson\nBrief Encounter\nJennifer Jones\nPearl Chavez\nDuel in the Sun\nRosalind Russell\nElizabeth Kenny\nSister Kenny\nJane Wyman\nOrry Baxter\nThe Yearling\n1947\n(20th)\nLoretta Young ‡\nKatie Holstrom\nThe Farmer's Daughter\n[25]\nJoan Crawford\nLouise Howell\nPossessed\nSusan Hayward\nAngelica Evans\nConway\nSmash-Up, the Story of a\nWoman\nDorothy McGuire\nKathy Lacy\nGentleman's Agreement\nRosalind Russell\nLavinia Mannon\nMourning Becomes\nElectra\n1948\n(21st)\nJane Wyman ‡\nBelinda McDonald\nJohnny Belinda\n[26]\nIngrid Bergman\nJoan of Arc\nJoan of Arc\nOlivia de\nHavilland\nVirginia Stuart\nCunningham\nThe Snake Pit\nIrene Dunne\nMartha Hanson\nI Remember Mama""]",Model trả lời: Who are the characters listed in the table là nấu sôi trong 2 tiếng.,Heather Mason · James Sunderland · Pyramid Head,0.0,0.0,0.0,0.0
